,Location,Never_Marrieds,Marrieds,Divorceds,Separateds,Widoweds
4337,"Palmetto Estates, Florida",40.26,38.82,12.18,3.33,5.42
4338,"Opa-locka, Florida",53.04,25.46,10.62,5.82,5.06
4339,"Bellview, Florida",26.02,42.54,18.49,2.27,10.69
4340,"Wildwood, Florida",22.13,41.07,19.73,3.51,13.56
4341,"Hilliard, Florida",27.14,50.81,11.62,3.71,6.72
4342,"Florida Ridge, Florida",30.14,44.72,12.56,1.72,10.87
4343,"Arcadia, Florida",36.63,37.37,15.73,2.08,8.19
4344,"Lake Placid, Florida",31.48,42.91,13.37,4.34,7.89
4345,"High Springs, Florida",30.11,55.39,10.84,1.02,2.64
4346,"Tamarac, Florida",29.64,41.05,16.03,3.17,10.12
4347,"Sneads, Florida",36.02,29.43,20.28,5.12,9.15
4348,"Geneva, Florida",22.78,63.18,7.97,0.0,6.08
4349,"Winter Springs, Florida",27.16,54.39,11.4,1.56,5.49
4350,"Hollywood, Florida",33.66,40.99,15.14,3.8,6.41
4351,"Plantation, Florida",32.37,46.64,13.19,2.26,5.54
4352,"Sea Ranch Lakes village, Florida",27.85,56.96,7.81,0.42,6.96
4353,"Marineland, Florida",88.89,0.0,11.11,0.0,0.0
4354,"Wilton Manors, Florida",47.69,30.67,12.84,3.01,5.79
4355,"Inverness, Florida",19.3,40.71,17.36,2.99,19.64
4356,"Inverness Highlands South, Florida",25.47,49.07,15.86,0.88,8.73
4357,"Lecanto, Florida",32.2,44.04,10.02,2.81,10.92
4358,"Sugarmill Woods, Florida",12.73,65.9,9.17,0.19,12.01
4359,"Jay, Florida",21.97,54.37,10.42,1.97,11.27
4360,"Fort Pierce, Florida",39.54,34.73,14.72,3.01,8.01
4361,"Milton, Florida",29.67,44.4,14.91,3.81,7.21
4362,"Newberry, Florida",24.93,63.86,6.15,1.28,3.78
4363,"Brent, Florida",50.25,28.06,13.06,2.78,5.86
4364,"Sewall's Point, Florida",16.7,59.88,12.72,1.26,9.44
4365,"Rotonda, Florida",12.71,65.28,10.74,1.05,10.23
4366,"Samoset, Florida",45.28,17.18,28.05,1.09,8.39
4367,"Richmond Heights, Florida",38.93,35.76,14.26,3.59,7.47
4368,"Princeton, Florida",37.87,43.1,13.05,3.13,2.84
4369,"Malone, Florida",59.67,20.11,12.34,4.46,3.42
4370,"Campbellton, Florida",47.31,32.34,11.98,2.4,5.99
4371,"Fern Park, Florida",33.69,41.12,13.1,4.1,7.99
4372,"Molino, Florida",22.49,47.22,23.27,2.43,4.58
4373,"Haverhill, Florida",36.45,44.17,12.53,3.28,3.56
4374,"Jupiter, Florida",25.9,53.2,12.74,1.42,6.74
4375,"Lake Belvedere Estates, Florida",38.48,49.07,5.28,1.07,6.1
4376,"Clearwater, Florida",31.14,42.46,14.9,2.76,8.74
4377,"Harbor Bluffs, Florida",27.18,53.28,13.61,0.96,4.97
4378,"Indian Shores, Florida",14.64,64.79,7.75,1.03,11.79
4379,"Palm Harbor, Florida",24.52,52.25,12.84,1.25,9.14
4380,"Tierra Verde, Florida",17.53,63.89,11.6,1.81,5.17
4381,"Miramar Beach, Florida",19.85,62.77,10.67,1.74,4.98
4382,"Paxton, Florida",20.07,48.06,16.73,1.41,13.73
4383,"Sky Lake, Florida",40.24,37.47,11.13,3.22,7.95
4384,"Taft, Florida",34.23,31.08,23.84,4.72,6.14
4385,"New Port Richey East, Florida",30.37,41.46,17.06,2.47,8.64
4386,"Port Richey, Florida",27.53,42.69,16.78,2.01,10.99
4387,"Laguna Beach, Florida",16.82,54.27,21.84,2.05,5.02
4388,"Panama City Beach, Florida",24.31,54.35,14.14,1.73,5.47
4389,"Coral Terrace, Florida",29.02,44.33,15.49,3.27,7.89
4390,"Country Walk, Florida",29.78,54.56,10.17,1.97,3.51
4391,"North Miami, Florida",48.0,33.89,9.83,3.56,4.72
4392,"Starke, Florida",31.17,38.01,14.92,3.02,12.88
4393,"Stuart, Florida",29.59,39.47,19.06,2.82,9.06
4394,"Lynn Haven, Florida",26.29,53.08,11.37,2.54,6.72
4395,"Hampton, Florida",17.42,38.91,20.59,5.2,17.87
4396,"Franklin Park, Florida",49.46,25.04,13.91,5.72,5.87
4397,"Hillsboro Pines, Florida",43.26,43.04,11.96,0.0,1.74
4398,"South Patrick Shores, Florida",27.35,55.44,10.17,0.93,6.1
4399,"Astatula, Florida",29.52,54.06,9.89,2.61,3.91
4400,"Clermont, Florida",24.31,56.37,11.42,0.93,6.98
4401,"Lady Lake, Florida",14.69,54.62,13.62,1.96,15.11
4402,"Cooper City, Florida",29.98,55.17,9.5,1.2,4.15
4403,"Coral Springs, Florida",33.08,48.66,11.68,2.73,3.86
4404,"East Williston, Florida",36.23,34.34,21.89,0.0,7.55
4405,"South Brooksville, Florida",20.77,48.98,17.67,2.66,9.92
4406,"Weeki Wachee, Florida",0.0,100.0,0.0,0.0,0.0
4407,"Crescent City, Florida",28.94,38.32,17.61,1.86,13.27
4408,"Williston, Florida",40.09,33.56,16.92,2.18,7.25
4409,"Belleair Beach, Florida",17.17,62.39,9.12,2.42,8.9
4410,"North Redington Beach, Florida",13.66,60.86,16.12,1.23,8.14
4411,"Ridgecrest, Florida",38.48,24.82,21.45,5.98,9.26
4412,"Lake Panasoffkee, Florida",17.58,48.8,16.99,1.95,14.69
4413,"Margate, Florida",30.12,42.78,15.5,3.25,8.36
4414,"Fellsmere, Florida",42.23,42.0,8.8,4.74,2.23
4415,"Indian River Shores, Florida",4.63,71.34,3.1,0.0,20.93
4416,"Sebastian, Florida",22.79,53.68,12.12,1.04,10.36
4417,"Wabasso, Florida",15.9,71.63,4.43,0.0,8.05
4418,"West Vero Corridor, Florida",15.91,46.47,17.07,1.09,19.46
4419,"Davie, Florida",36.13,43.53,13.87,1.69,4.77
4420,"Lake Lorraine, Florida",24.15,48.25,16.34,2.34,8.92
4421,"Broadview Park, Florida",37.58,43.1,10.27,6.3,2.76
4422,"Cocoa West, Florida",33.31,37.34,23.14,2.1,4.12
4423,"Altha, Florida",18.18,53.66,13.97,3.99,10.2
4424,"Holmes Beach, Florida",14.12,60.99,15.39,0.45,9.04
4425,"Butler Beach, Florida",19.01,60.74,11.8,1.15,7.3
4426,"Crescent Beach, Florida",21.71,54.93,11.07,2.41,9.87
4427,"Sawgrass, Florida",19.51,55.36,15.44,0.0,9.69
4428,"Aventura, Florida",22.93,49.83,17.12,1.52,8.61
4429,"Brownsville, Florida",51.04,25.49,12.39,5.58,5.5
4430,"Florida City, Florida",49.41,30.27,10.81,5.12,4.39
4431,"Hialeah Gardens, Florida",32.91,44.13,12.7,3.11,7.14
4432,"Ives Estates, Florida",39.44,41.54,11.52,3.0,4.5
4433,"Kendall, Florida",30.84,47.35,12.75,2.41,6.65
4434,"Miami Beach, Florida",34.94,39.73,16.75,3.86,4.72
4435,"Pinecrest village, Florida",28.96,58.24,6.87,1.54,4.39
4436,"Pinewood, Florida",47.6,30.22,13.69,3.17,5.32
4437,"The Crossings, Florida",32.25,48.9,11.44,2.57,4.84
4438,"Bushnell, Florida",24.55,50.08,11.43,2.87,11.09
4439,"South Beach, Florida",9.81,74.86,5.01,0.0,10.32
4440,"Vero Beach, Florida",27.1,45.62,16.17,2.0,9.12
4441,"Fernandina Beach, Florida",23.41,51.75,12.25,0.87,11.73
4442,"Dunnellon, Florida",21.83,43.76,22.63,1.88,9.89
4443,"Ocala, Florida",37.34,36.05,15.67,2.19,8.75
4444,"Reddick, Florida",34.85,27.06,26.19,3.03,8.87
4445,"Cocoa Beach, Florida",21.94,51.09,15.56,1.99,9.41
4446,"June Park, Florida",30.6,45.16,9.83,2.04,12.36
4447,"Lake Mary, Florida",22.86,60.18,9.86,0.29,6.8
4448,"Longwood, Florida",31.32,46.2,13.72,0.86,7.9
4449,"North Lauderdale, Florida",41.28,38.09,11.53,4.71,4.39
4450,"Williamsburg, Florida",30.37,45.22,10.63,2.6,11.18
4451,"Perry, Florida",31.54,41.98,10.44,3.81,12.24
4452,"Miami Springs, Florida",27.86,49.78,15.03,1.7,5.63
4453,"Madison, Florida",48.86,27.71,15.02,1.46,6.95
4454,"Leesburg, Florida",32.31,42.53,12.76,2.26,10.14
4455,"Melbourne Village, Florida",24.36,54.38,13.66,0.77,6.83
4456,"Fisher Island, Florida",0.0,75.47,24.53,0.0,0.0
4457,"Laurel, Florida",19.86,51.46,16.11,2.21,10.36
4458,"Palm Springs North, Florida",29.14,48.34,11.55,3.97,7.0
4459,"South Daytona, Florida",33.68,36.31,17.99,2.14,9.88
4460,"South Palm Beach, Florida",15.83,53.57,17.99,1.46,11.15
4461,"Pine Lakes, Florida",18.96,57.49,8.58,3.59,11.38
4462,"Lazy Lake village, Florida",90.91,4.55,4.55,0.0,0.0
4463,"Yulee, Florida",25.96,56.36,10.85,1.83,4.99
4464,"Ruskin, Florida",32.41,46.58,13.06,3.2,4.75
4465,"Tarpon Springs, Florida",26.37,45.12,17.06,2.54,8.92
4466,"Chiefland, Florida",37.35,35.17,16.88,4.66,5.93
4467,"Greenacres, Florida",36.52,40.71,12.7,2.95,7.12
4468,"St. James City, Florida",8.86,63.82,13.17,0.3,13.84
4469,"Wedgefield, Florida",29.8,55.49,7.96,2.56,4.19
4470,"Redington Beach, Florida",14.02,59.33,16.34,0.46,9.84
4471,"Okeechobee, Florida",29.81,46.59,12.15,4.56,6.89
4472,"Bayport, Florida",35.42,0.0,64.58,0.0,0.0
4473,"Mulberry, Florida",24.23,53.12,9.99,1.95,10.72
4474,"Cottondale, Florida",30.06,46.52,12.5,3.8,7.12
4475,"Tallahassee, Florida",55.86,29.89,9.54,1.24,3.47
4476,"Ocoee, Florida",30.8,52.04,10.44,1.86,4.86
4477,"Westville, Florida",24.05,41.77,25.74,3.38,5.06
4478,"Noma, Florida",26.52,39.78,19.89,3.31,10.5
4479,"Bonifay, Florida",29.2,41.41,15.12,2.82,11.46
4480,"Fort Meade, Florida",30.66,51.2,7.85,2.84,7.45
4481,"Bartow, Florida",33.29,44.63,12.1,2.65,7.33
4482,"Harlem, Florida",42.21,22.69,18.59,6.94,9.57
4483,"Kissimmee, Florida",39.3,41.77,11.19,3.49,4.26
4484,"Lake Mack-Forest Hills, Florida",29.07,44.28,22.34,0.0,4.31
4485,"Howey-in-the-Hills, Florida",17.07,58.29,13.41,1.38,9.84
4486,"Celebration, Florida",27.37,58.58,10.63,0.0,3.42
4487,"Altoona, Florida",9.76,74.39,8.54,0.0,7.32
4488,"Melbourne Beach, Florida",19.72,62.86,6.77,1.67,8.99
4489,"Melbourne, Florida",33.26,38.33,17.6,2.27,8.54
4490,"Cocoa, Florida",34.42,41.28,14.66,3.03,6.61
4491,"West Melbourne, Florida",26.33,48.93,14.32,1.05,9.38
4492,"North Miami Beach, Florida",42.71,37.09,11.32,3.2,5.68
4493,"Leisure City, Florida",42.39,37.13,12.21,3.65,4.61
4494,"Golden Beach, Florida",24.6,63.71,5.44,1.61,4.64
4495,"Hastings, Florida",47.79,27.56,14.66,0.51,9.48
4496,"West Samoset, Florida",41.75,37.57,10.04,3.99,6.66
4497,"Manasota Key, Florida",3.29,74.02,13.43,0.0,9.25
4498,"Umatilla, Florida",25.3,48.88,9.95,0.89,14.99
4499,"Cape Canaveral, Florida",23.26,43.93,20.62,3.25,8.94
4500,"Belleair Bluffs, Florida",22.62,49.15,17.45,2.22,8.55
4501,"Century, Florida",27.25,34.79,18.66,3.24,16.06
4502,"Valparaiso, Florida",41.51,39.54,10.53,2.5,5.92
4503,"Roosevelt Gardens, Florida",52.06,21.81,14.48,6.33,5.32
4504,"Bay Pines, Florida",19.24,53.01,16.92,1.79,9.04
4505,"Treasure Island, Florida",15.66,58.32,15.9,0.52,9.6
4506,"Glenvar Heights, Florida",36.08,41.89,12.43,2.33,7.28
4507,"Bay Harbor Islands, Florida",25.14,47.86,20.79,1.05,5.15
4508,"Freeport, Florida",16.38,58.19,16.34,1.25,7.84
4509,"Key West, Florida",31.25,46.01,16.36,1.38,5.0
4510,"Key Largo, Florida",19.02,55.08,18.66,1.77,5.47
4511,"Bayshore Gardens, Florida",30.83,39.06,18.1,2.15,9.85
4512,"Coleman, Florida",24.21,51.13,10.41,1.58,12.67
4513,"Center Hill, Florida",43.29,31.05,11.45,2.76,11.45
4514,"Callahan, Florida",21.85,43.32,19.61,3.73,11.48
4515,"Orchid, Florida",2.29,79.36,11.24,0.46,6.65
4516,"Shalimar, Florida",18.65,58.92,14.86,2.16,5.41
4517,"Goulding, Florida",57.68,13.68,15.7,4.06,8.88
4518,"Ferry Pass, Florida",42.34,37.25,11.98,2.22,6.21
4519,"Ensley, Florida",31.57,39.26,18.31,2.63,8.24
4520,"Crestview, Florida",27.93,50.49,13.95,2.65,4.98
4521,"Heathrow, Florida",20.19,64.36,11.6,0.0,3.85
4522,"Ocean City, Florida",35.92,40.54,13.24,2.89,7.41
4523,"Niceville, Florida",24.53,60.71,8.79,1.61,4.36
4524,"Greenwood, Florida",38.34,44.66,10.87,0.2,5.93
4525,"Bunnell, Florida",32.99,35.8,15.67,1.36,14.18
4526,"Alachua, Florida",26.64,56.86,11.37,1.45,3.69
4527,"Belle Glade, Florida",45.31,32.05,10.42,5.53,6.69
4528,"Deerfield Beach, Florida",34.39,38.61,15.51,3.03,8.47
4529,"Delray Beach, Florida",35.54,38.72,14.59,2.48,8.67
4530,"Lantana, Florida",40.8,38.02,12.0,1.94,7.24
4531,"Eagle Lake, Florida",25.71,42.09,18.75,3.02,10.43
4532,"West Bradenton, Florida",32.97,49.0,10.21,0.0,7.82
4533,"St. Marks, Florida",18.09,56.91,16.49,1.6,6.91
4534,"Miami Shores village, Florida",38.02,49.11,7.99,1.33,3.55
4535,"Key Biscayne village, Florida",25.41,59.24,8.82,0.68,5.84
4536,"Kendall West, Florida",33.59,43.3,12.28,4.83,5.99
4537,"Country Club, Florida",35.59,41.4,14.26,4.74,4.02
4538,"Coral Gables, Florida",36.59,48.32,9.02,1.06,5.02
4539,"Biscayne Park village, Florida",32.59,43.38,13.24,5.02,5.78
4540,"Safety Harbor, Florida",23.97,51.2,16.03,0.87,7.94
4541,"Redington Shores, Florida",21.44,50.05,16.37,1.41,10.74
4542,"Dunedin, Florida",22.86,46.59,17.23,2.02,11.29
4543,"Zephyrhills South, Florida",14.19,50.58,17.74,1.19,16.3
4544,"Zephyrhills, Florida",21.82,49.49,15.1,2.13,11.46
4545,"Feather Sound, Florida",32.04,45.93,15.63,1.03,5.37
4546,"Hudson, Florida",21.45,46.89,15.73,1.35,14.57
4547,"Elfers, Florida",31.12,42.83,12.28,2.2,11.57
4548,"Whiskey Creek, Florida",22.33,53.39,14.16,1.21,8.9
4549,"Bokeelia, Florida",7.91,65.17,15.02,2.25,9.65
4550,"Pomona Park, Florida",38.18,38.65,13.83,2.48,6.86
4551,"Timber Pines, Florida",6.03,65.3,8.42,0.4,19.85
4552,"North Brooksville, Florida",13.1,49.75,19.27,3.39,14.49
4553,"Brooksville, Florida",26.74,41.38,16.91,2.73,12.25
4554,"Lake Harbor, Florida",33.33,66.67,0.0,0.0,0.0
4555,"Hallandale Beach, Florida",31.26,40.12,15.36,4.23,9.03
4556,"Ocean Ridge, Florida",16.34,55.31,18.24,0.52,9.58
4557,"Ormond Beach, Florida",25.24,49.76,12.92,1.08,11.0
4558,"Eustis, Florida",29.11,48.66,11.47,2.63,8.13
4559,"Canal Point, Florida",36.12,62.78,1.1,0.0,0.0
4560,"Minneola, Florida",33.96,51.04,8.76,1.56,4.68
4561,"Lauderdale-by-the-Sea, Florida",20.15,51.21,15.02,1.74,11.87
4562,"Hillsboro Beach, Florida",11.78,59.48,11.84,2.43,14.47
4563,"Coconut Creek, Florida",29.11,46.08,14.41,2.68,7.73
4564,"Oviedo, Florida",32.32,55.28,7.58,1.36,3.47
4565,"Chuluota, Florida",30.24,57.26,7.38,0.0,5.11
4566,"Altamonte Springs, Florida",36.88,38.4,16.15,2.41,6.16
4567,"Fort Walton Beach, Florida",29.33,44.1,16.28,2.03,8.26
4568,"Rio, Florida",24.9,54.24,8.21,0.0,12.65
4569,"Boulevard Gardens, Florida",49.88,21.5,9.85,6.65,12.12
4570,"Marianna, Florida",36.57,33.17,14.91,5.43,9.91
4571,"Alford, Florida",22.51,40.96,21.59,5.17,9.78
4572,"Orange Park, Florida",26.94,46.41,16.15,4.42,6.08
4573,"Casselberry, Florida",35.28,41.15,14.6,2.57,6.39
4574,"Hawthorne, Florida",34.69,31.28,22.5,2.68,8.85
4575,"Fort Lauderdale, Florida",39.56,36.37,15.49,2.5,6.08
4576,"Roseland, Florida",11.38,56.09,15.71,0.0,16.83
4577,"Gifford, Florida",31.04,39.59,10.13,2.11,17.13
4578,"Ponce de Leon, Florida",31.67,35.91,14.96,4.49,12.97
4579,"Woodville, Florida",30.33,50.95,12.63,2.83,3.25
4580,"Oak Ridge, Florida",46.17,33.94,12.98,3.16,3.76
4581,"Orlovista, Florida",42.77,32.66,13.36,7.66,3.55
4582,"Pine Hills, Florida",45.42,34.07,12.16,3.57,4.78
4583,"Azalea Park, Florida",41.88,32.91,16.83,2.33,6.05
4584,"Windermere, Florida",25.44,62.96,8.37,0.14,3.09
4585,"Apopka, Florida",30.87,51.04,11.14,1.7,5.25
4586,"Havana, Florida",21.4,46.49,16.05,2.46,13.59
4587,"Chattahoochee, Florida",55.63,23.41,14.35,2.0,4.61
4588,"Waldo, Florida",47.42,24.45,17.53,1.77,8.84
4589,"South Pasadena, Florida",21.04,30.69,22.8,1.65,23.82
4590,"Fussels Corner, Florida",15.91,57.6,13.55,0.0,12.93
4591,"Waverly, Florida",56.39,16.34,7.53,7.67,12.07
4592,"Lely Resort, Florida",23.89,55.76,10.81,0.47,9.07
4593,"Immokalee, Florida",49.89,33.81,9.37,3.91,3.02
4594,"Mexico Beach, Florida",14.03,66.25,9.65,0.42,9.65
4595,"Istachatta, Florida",18.18,42.42,21.82,0.0,17.58
4596,"Callaway, Florida",29.82,47.11,11.46,4.19,7.43
4597,"Zephyrhills North, Florida",19.94,47.42,21.02,1.72,9.91
4598,"Trinity, Florida",19.83,65.74,8.08,0.79,5.57
4599,"Jasmine Estates, Florida",33.29,41.02,14.58,3.1,8.0
4600,"Three Oaks, Florida",25.13,63.18,8.42,1.45,1.82
4601,"San Carlos Park, Florida",35.95,43.89,12.3,2.29,5.57
4602,"Pine Manor, Florida",56.78,23.73,11.12,4.89,3.48
4603,"Matlacha, Florida",21.45,50.48,12.26,6.13,9.68
4604,"Harlem Heights, Florida",47.43,37.0,5.53,1.74,8.3
4605,"Fort Myers Beach, Florida",13.6,58.18,17.82,0.98,9.42
4606,"Lake Wales, Florida",28.74,45.97,12.62,3.57,9.1
4607,"Southchase, Florida",29.83,55.15,10.09,2.14,2.77
4608,"Belle Isle, Florida",25.23,62.55,7.61,0.75,3.86
4609,"St. Pete Beach, Florida",18.64,56.37,15.63,0.53,8.83
4610,"Jupiter Farms, Florida",21.26,63.48,8.81,0.41,6.04
4611,"Island Walk, Florida",11.14,64.74,12.88,0.0,11.24
4612,"Hosford, Florida",22.63,50.75,16.74,1.51,8.37
4613,"Horizon West, Florida",27.84,61.38,7.93,0.81,2.04
4614,"Homeland, Florida",40.94,50.29,5.26,0.0,3.51
4615,"Holley, Florida",15.55,65.43,12.74,0.0,6.29
4616,"High Point, Florida",13.38,53.6,14.5,1.77,16.75
4617,"Cypress Quarters, Florida",46.45,34.17,11.76,1.12,6.49
4618,"Egypt Lake-Leto, Florida",38.41,38.36,14.34,4.43,4.45
4619,"Cheval, Florida",26.76,52.19,15.53,2.29,3.23
4620,"Vernon, Florida",32.14,36.43,17.5,3.21,10.71
4621,"Chipley, Florida",39.92,31.25,17.11,4.46,7.25
4622,"Paradise Heights, Florida",27.67,49.24,13.07,10.02,0.0
4623,"Masaryktown, Florida",18.63,55.46,19.21,1.6,5.09
4624,"St. Petersburg, Florida",37.17,38.58,14.99,2.16,7.1
4625,"Kenneth City, Florida",33.67,38.78,15.63,1.56,10.36
4626,"Golf village, Florida",11.79,70.28,6.6,0.0,11.32
4627,"Cloud Lake, Florida",34.24,35.33,23.91,3.8,2.72
4628,"Moore Haven, Florida",47.73,29.45,13.97,0.69,8.15
4629,"Sanford, Florida",37.59,40.1,12.73,3.45,6.12
4630,"Wright, Florida",31.58,43.48,15.93,2.12,6.9
4631,"Eglin AFB, Florida",31.0,63.24,4.89,0.36,0.51
4632,"Grand Ridge, Florida",30.0,38.95,21.75,0.53,8.77
4633,"Bascom, Florida",12.73,60.0,12.73,0.0,14.55
4634,"Warrington, Florida",34.38,33.05,20.58,3.61,8.37
4635,"Jacob City, Florida",38.57,36.19,17.62,1.9,5.71
4636,"Indian Harbour Beach, Florida",23.62,50.41,15.46,1.44,9.06
4637,"The Villages, Florida",3.71,75.42,7.95,0.68,12.25
4638,"Nassau Village-Ratliff, Florida",21.81,58.09,12.6,1.77,5.73
4639,"Glen St. Mary, Florida",27.6,47.22,15.25,3.39,6.54
4640,"Worthington Springs, Florida",34.57,43.52,12.96,0.31,8.64
4641,"Silver Springs Shores, Florida",33.45,37.74,15.65,2.35,10.8
4642,"Briny Breezes, Florida",8.49,63.84,11.05,0.58,16.05
4643,"Boynton Beach, Florida",34.9,41.96,12.93,2.26,7.95
4644,"Westchase, Florida",25.93,58.1,10.57,0.81,4.6
4645,"Riverview, Florida",29.49,52.75,11.19,2.39,4.18
4646,"Plant City, Florida",30.91,49.21,12.95,1.93,5.0
4647,"Palm River-Clair Mel, Florida",38.58,36.15,15.6,2.87,6.81
4648,"Lutz, Florida",23.49,60.49,10.25,1.3,4.46
4649,"Keystone, Florida",21.55,66.77,7.38,0.87,3.42
4650,"East Lake-Orient Park, Florida",40.63,39.87,12.13,3.57,3.8
4651,"Caryville, Florida",30.26,42.76,13.16,3.29,10.53
4652,"Loughman, Florida",47.52,34.54,14.61,0.75,2.59
4653,"Kathleen, Florida",33.29,45.64,13.05,2.52,5.5
4654,"Jan Phyl Village, Florida",41.08,42.05,9.81,1.93,5.13
4655,"Wahneta, Florida",42.6,41.28,7.34,1.96,6.82
4656,"Wekiwa Springs, Florida",28.19,55.41,9.46,0.53,6.41
4657,"Oldsmar, Florida",31.16,48.26,12.61,1.45,6.52
4658,"Green Cove Springs, Florida",28.49,45.79,16.56,0.88,8.28
4659,"Highland Park village, Florida",17.83,57.32,17.83,0.64,6.37
4660,"Gulfport, Florida",27.43,42.19,20.3,2.08,8.01
4661,"Cedar Key, Florida",26.38,52.47,16.78,0.0,4.37
4662,"Jennings, Florida",23.27,55.14,6.08,6.71,8.81
4663,"Lake Worth, Florida",42.42,34.39,14.85,3.15,5.19
4664,"Shady Hills, Florida",25.43,48.55,15.78,2.24,8.01
4665,"Macclenny, Florida",35.4,41.31,13.82,0.67,8.8
4666,"Pine Ridge CDP (Citrus County), Florida",15.25,66.54,6.17,0.94,11.09
4667,"Bronson, Florida",29.62,38.65,18.48,4.23,9.03
4668,"Sebring, Florida",30.92,42.21,13.02,3.03,10.82
4669,"Southeast Arcadia, Florida",39.04,43.3,9.51,3.3,4.86
4670,"Cortez, Florida",15.95,51.83,19.79,0.98,11.45
4671,"Bradenton Beach, Florida",20.05,53.77,17.73,1.16,7.3
4672,"Sopchoppy, Florida",37.03,31.89,21.35,1.08,8.65
4673,"Weeki Wachee Gardens, Florida",18.26,38.23,25.81,1.58,16.13
4674,"Penney Farms, Florida",16.14,51.28,8.3,2.11,22.17
4675,"Westchester, Florida",30.38,46.02,14.26,1.2,8.14
4676,"Surfside, Florida",18.08,50.67,18.03,2.82,10.39
4677,"Miami, Florida",40.73,35.12,13.87,3.71,6.58
4678,"Kendale Lakes, Florida",29.1,46.3,14.06,3.66,6.88
4679,"Homestead Base, Florida",66.24,14.41,14.41,4.95,0.0
4680,"Homestead, Florida",39.32,38.61,13.2,4.12,4.74
4681,"Hialeah, Florida",33.23,41.66,12.55,4.55,8.01
4682,"Golden Glades, Florida",50.36,30.97,9.97,4.2,4.5
4683,"Villano Beach, Florida",19.25,62.09,10.63,3.02,5.0
4684,"St. Augustine Shores, Florida",24.06,47.72,16.28,1.01,10.94
4685,"South Bradenton, Florida",32.44,35.62,19.92,3.15,8.87
4686,"Memphis, Florida",38.34,37.76,15.79,0.76,7.35
4687,"St. Augustine Beach, Florida",26.84,55.98,10.32,0.78,6.07
4688,"Medulla, Florida",32.8,50.86,10.87,2.07,3.41
4689,"Lake Alfred, Florida",34.45,46.21,10.42,5.27,3.66
4690,"Virginia Gardens village, Florida",35.49,40.04,17.34,3.3,3.83
4691,"North Weeki Wachee, Florida",19.36,55.79,14.99,1.48,8.38
4692,"East Lake, Florida",20.5,59.47,10.5,1.27,8.25
4693,"Indian Rocks Beach, Florida",22.73,52.58,16.4,0.51,7.78
4694,"White Springs, Florida",26.57,51.21,13.04,5.64,3.54
4695,"Jasper, Florida",56.06,21.57,13.98,3.94,4.45
4696,"Lake Park, Florida",40.22,40.14,11.51,3.86,4.27
4697,"Lake Clarke Shores, Florida",21.29,47.98,14.6,6.07,10.05
4698,"Highland Beach, Florida",11.02,62.47,10.1,0.73,15.68
4699,"Gun Club Estates, Florida",15.55,40.98,11.92,14.98,16.57
4700,"Wewahitchka, Florida",33.46,35.6,20.74,3.59,6.61
4701,"Port St. Joe, Florida",25.21,48.4,15.46,1.24,9.69
4702,"Taylor Creek, Florida",20.22,44.62,18.05,3.22,13.89
4703,"Seffner, Florida",28.83,50.3,13.5,3.04,4.33
4704,"Hillcrest Heights, Florida",24.87,55.96,7.25,2.07,9.84
4705,"Cypress Gardens, Florida",25.27,52.13,11.42,2.31,8.86
4706,"Yankeetown, Florida",17.98,53.94,16.97,2.83,8.28
4707,"South Apopka, Florida",49.59,29.46,10.26,3.84,6.85
4708,"Andrews, Florida",19.81,59.13,7.89,0.0,13.16
4709,"Pine Castle, Florida",42.67,39.57,10.11,4.66,2.99
4710,"Lockhart, Florida",47.2,33.18,14.01,2.76,2.85
4711,"Fairview Shores, Florida",36.81,36.59,13.29,4.75,8.56
4712,"Midway, Florida",39.13,43.42,14.35,0.84,2.25
4713,"Progress Village, Florida",38.88,40.24,12.0,2.35,6.54
4714,"Mango, Florida",35.44,36.43,17.53,4.06,6.55
4715,"Lake Magdalene, Florida",28.71,48.93,12.65,3.42,6.28
4716,"Gibsonton, Florida",34.53,41.89,15.05,3.28,5.25
4717,"Fish Hawk, Florida",22.94,65.15,8.09,1.04,2.78
4718,"Dover, Florida",35.65,46.57,5.6,6.63,5.55
4719,"Bloomingdale, Florida",28.11,57.4,8.78,1.52,4.19
4720,"Polk City, Florida",24.89,49.57,11.09,3.19,11.26
4721,"Lakeland, Florida",34.46,42.04,12.9,2.12,8.48
4722,"Inwood, Florida",35.85,37.81,15.13,3.87,7.35
4723,"Frostproof, Florida",22.92,43.88,11.24,7.73,14.23
4724,"Orlando, Florida",43.03,36.02,13.52,3.21,4.22
4725,"Captiva, Florida",21.35,49.44,17.98,0.0,11.24
4726,"East Bronson, Florida",21.9,43.08,20.92,0.0,14.1
4727,"Quincy, Florida",43.74,32.15,12.18,3.05,8.89
4728,"Plantation Mobile Home Park, Florida",24.47,44.99,19.63,0.81,10.1
4729,"Vamo, Florida",24.95,37.97,23.32,1.47,12.3
4730,"Pebble Creek, Florida",25.44,58.1,11.6,1.39,3.46
4731,"Live Oak, Florida",27.37,36.99,22.23,5.63,7.78
4732,"Monticello, Florida",27.57,48.56,11.12,1.85,10.9
4733,"Winter Haven, Florida",30.38,43.77,12.74,2.77,10.33
4734,"Highland City, Florida",28.46,56.59,9.4,0.96,4.59
4735,"Dundee, Florida",33.16,38.32,12.46,6.44,9.61
4736,"Grove City, Florida",19.1,46.32,16.9,0.42,17.26
4737,"Ridge Manor, Florida",23.57,48.84,15.31,1.2,11.09
